Unique ID,Class,Make,Model,Style,Year,VIN/Serial Number,Condition,Description,New/Used,Primary Color,Stock Number,Price ($),Price (Label),Usage Unit of Measure,Usage Value,Display in Showcase,Trim Color,Best Price,Brokered Unit?,Brokered Street Address,Brokered City,Brokered State,Brokered ZIP,Brokered Country,weight (lbs),GVWR,Payload Capacity,overall length,Fuel Type,Hitch Type,Hitch Weight,Number of Axles,Frame,Tilt Bed,Length,Width,Height,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Photo 11,Photo 12,Photo 13,Photo 14,Photo 15,Photo 16,Photo 17,Photo 18,Photo 19,Photo 20,Photo 21,Photo 22,Photo 23,Photo 24,Photo 25,Photo 26,Photo 27,Photo 28,Photo 29,Photo 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
